date,ticker,open,high,low,close,volume,market_cap,pe_ratio,dividend_yield
2022-03-01,ALPHA,106.56,108.21,105.17,106.75,815358,4864630010.0,38.5,0.042
2022-03-02,ALPHA,107.7,108.6,103.84,107.01,1050659,4876478289.0,33.94,0.0183
2022-03-03,ALPHA,107.08,110.29,107.15,107.25,4410226,4887415162.0,12.4,0.0331
2022-03-04,ALPHA,107.56,108.93,103.52,106.6,2140951,4857794464.0,38.31,0.0167
2022-03-07,ALPHA,103.49,106.14,100.42,103.14,136482,4700121210.0,33.76,0.0297
2022-03-08,ALPHA,103.58,105.57,100.26,103.23,3263281,4704222538.0,10.1,0.0036
2022-03-09,ALPHA,100.15,103.87,99.78,100.91,2203975,4598499431.0,31.38,0.0396
2022-03-10,ALPHA,100.4,100.65,97.82,99.91,938113,4552929127.0,19.12,0.0211
2022-03-11,ALPHA,98.42,98.87,98.07,98.38,896752,4483206561.0,28.15,0.0492
2022-03-14,ALPHA,97.56,98.28,95.95,97.14,3764931,4426699383.0,18.48,0.0429
2022-03-15,ALPHA,96.74,97.45,95.4,96.03,1636816,4376116345.0,31.9,0.0307
2022-03-16,ALPHA,97.28,99.29,94.41,96.89,305464,4415306807.0,15.6,0.0133
2022-03-17,ALPHA,97.5,99.08,95.78,97.5,3854369,4443104693.0,35.04,0.0315
2022-03-18,ALPHA,98.42,100.52,96.63,97.73,1050581,4453585863.0,12.19,0.0378
2022-03-21,ALPHA,100.36,100.74,97.45,99.88,4985538,4551562018.0,10.72,0.0236
2022-03-22,ALPHA,105.97,107.24,103.46,105.41,2992349,4803565802.0,13.96,0.0296
2022-03-23,ALPHA,107.29,108.49,105.63,106.41,2792769,4849136106.0,21.54,0.0438
2022-03-24,ALPHA,107.4,108.69,107.15,108.18,3560314,4929795545.0,29.7,0.0069
2022-03-25,ALPHA,108.76,111.32,108.44,108.76,1186729,4956226322.0,24.42,0.025
2022-03-28,ALPHA,109.23,112.17,108.6,110.06,3393848,5015467718.0,24.27,0.0433
2022-03-29,ALPHA,107.4,107.49,104.33,106.87,970788,4870098446.0,35.97,0.0196
2022-03-30,ALPHA,101.56,102.96,101.33,101.7,1382886,4634499972.0,26.78,0.0442
2022-03-31,ALPHA,98.29,99.74,97.75,97.86,2907184,4459510002.0,25.23,0.0279
2022-04-01,ALPHA,96.06,98.92,95.3,96.79,1988938,4410749777.0,22.58,0.0201
2022-04-04,ALPHA,99.44,100.44,96.48,99.2,4519638,4520574210.0,39.35,0.0496
2022-04-05,ALPHA,98.92,101.85,97.46,99.69,284389,4542903660.0,17.28,0.0081
2022-04-06,ALPHA,98.73,99.79,98.28,99.02,588157,4512371556.0,14.67,0.0174
2022-04-07,ALPHA,100.13,100.98,97.06,100.06,102306,4559764672.0,24.77,0.011
2022-04-08,ALPHA,101.12,100.77,98.6,100.73,4540751,4590296776.0,30.33,0.0492
2022-04-11,ALPHA,98.3,99.74,96.44,98.3,2140768,4479560936.0,10.65,0.0075
2022-04-12,ALPHA,99.62,99.72,98.53,99.16,4409582,4518751398.0,35.71,0.006
2022-04-13,ALPHA,100.02,102.5,98.98,100.68,2762434,4588018261.0,18.49,0.0132
2022-04-14,ALPHA,104.81,107.54,103.02,104.51,4316939,4762552528.0,29.36,0.0304
2022-04-15,ALPHA,104.16,107.53,103.37,104.4,4123512,4757539794.0,15.2,0.0132
2022-04-18,ALPHA,106.87,108.82,106.92,107.61,578564,4903820472.0,36.16,0.0164
2022-04-19,ALPHA,107.62,109.21,104.74,106.86,4817063,4869642743.0,20.77,0.0267
2022-04-20,ALPHA,112.42,114.57,108.59,111.36,2605307,5074709114.0,15.61,0.0318
2022-04-21,ALPHA,109.63,111.93,107.5,110.2,3035814,5021847560.0,10.59,0.029
2022-04-22,ALPHA,110.75,112.63,108.7,111.51,1289422,5081544659.0,19.26,0.0307
2022-04-25,ALPHA,112.71,112.64,109.14,112.12,4101110,5109342545.0,21.38,0.0335
2022-04-26,ALPHA,116.29,115.77,113.23,115.16,505566,5247876271.0,11.05,0.0439
2022-04-27,ALPHA,117.81,121.02,115.11,118.0,739336,5377295936.0,26.66,0.0338
2022-04-28,ALPHA,116.5,116.73,115.07,115.83,1218410,5278408375.0,23.64,0.036
2022-04-29,ALPHA,114.35,116.1,111.71,115.16,4101655,5247876271.0,24.79,0.0198
2022-05-02,ALPHA,118.95,122.28,119.43,119.6,4097027,5450208423.0,14.0,0.0472
2022-05-03,ALPHA,118.99,122.86,116.3,119.85,1341622,5461600999.0,21.49,0.0404
2022-05-04,ALPHA,122.04,122.4,119.18,121.64,2789148,5543171844.0,39.04,0.0291
2022-05-05,ALPHA,119.55,121.81,118.46,119.34,2107802,5438360144.0,20.72,0.0224
2022-05-06,ALPHA,119.22,120.43,118.38,118.84,2789994,5415574992.0,33.79,0.0009
2022-05-09,ALPHA,116.58,118.33,114.15,117.36,204490,5348130941.0,13.72,0.0493
2022-05-10,ALPHA,118.35,121.21,118.64,119.35,2230696,5438815847.0,13.68,0.0071
2022-05-11,ALPHA,121.05,123.79,120.07,120.97,2393413,5512639740.0,39.97,0.0255
2022-05-12,ALPHA,123.75,124.05,121.68,123.68,170572,5636135266.0,29.45,0.0171
2022-05-13,ALPHA,121.11,121.56,119.94,121.3,3291350,5527677941.0,29.95,0.0163
2022-05-16,ALPHA,122.98,125.88,120.2,122.53,1979336,5583729415.0,22.78,0.021
2022-05-17,ALPHA,122.41,126.15,120.08,122.61,1335079,5587375040.0,32.83,0.0286
2022-05-18,ALPHA,118.09,119.11,113.85,117.25,3952435,5343118207.0,37.85,0.0005
2022-05-19,ALPHA,118.93,118.78,114.75,118.27,4062497,5389599918.0,12.46,0.0077
2022-05-20,ALPHA,120.65,121.34,119.33,121.05,1342342,5516285365.0,15.17,0.0307
2022-05-23,ALPHA,125.49,125.09,120.82,124.51,4638353,5673958618.0,35.98,0.037
2022-05-24,ALPHA,124.45,125.53,121.19,124.47,176765,5672135806.0,12.37,0.0338
2022-05-25,ALPHA,126.28,128.96,122.94,126.37,2896328,5758719385.0,20.77,0.0495
2022-05-26,ALPHA,128.2,128.06,126.24,127.64,3579355,5816593672.0,12.5,0.0024
2022-05-27,ALPHA,127.09,126.46,124.69,125.94,1295883,5739124154.0,22.24,0.0258
2022-05-30,ALPHA,122.78,126.59,123.03,123.94,1895756,5647983545.0,23.41,0.0209
2022-05-31,ALPHA,123.07,124.83,123.77,123.87,3555837,5644793624.0,15.4,0.0099
2022-06-01,ALPHA,124.13,124.18,123.31,123.38,1877138,5622464174.0,12.45,0.0445
2022-06-02,ALPHA,123.48,125.78,120.68,123.62,1543570,5633401047.0,22.52,0.0072
2022-06-03,ALPHA,123.6,123.01,120.33,122.72,3275618,5592387773.0,25.43,0.0252
2022-06-06,ALPHA,122.86,125.56,121.61,123.23,897680,5615628629.0,32.11,0.0096
2022-06-07,ALPHA,122.05,120.97,117.43,120.9,2842684,5509449819.0,31.78,0.0218
2022-06-08,ALPHA,123.54,125.12,121.24,124.25,1497436,5662110339.0,12.1,0.0395
2022-06-09,ALPHA,121.3,121.84,119.69,120.22,1662191,5478462012.0,23.14,0.035
2022-06-10,ALPHA,120.78,122.35,117.95,120.08,2251150,5472082169.0,35.31,0.035
2022-06-13,ALPHA,120.81,120.41,117.83,119.68,3691235,5453854048.0,27.91,0.0108
2022-06-14,ALPHA,118.61,122.57,118.48,119.42,1205865,5442005768.0,35.65,0.0011
2022-06-15,ALPHA,117.29,120.88,116.96,117.64,3392681,5360890626.0,38.53,0.036
2022-06-16,ALPHA,113.79,116.13,114.02,114.48,1752596,5216888464.0,20.03,0.0053
2022-06-17,ALPHA,115.77,115.95,114.65,115.01,4461797,5241040725.0,13.99,0.0195
2022-06-20,ALPHA,114.09,115.0,112.19,114.62,2038544,5223268307.0,12.52,0.0422
2022-06-21,ALPHA,115.51,118.7,114.23,115.45,2153405,5261091659.0,13.79,0.0205
2022-06-22,ALPHA,111.36,112.5,109.06,112.05,3793898,5106152624.0,30.47,0.0233
2022-06-23,ALPHA,116.03,116.59,115.44,115.55,315597,5265648690.0,13.59,0.0479
2022-06-24,ALPHA,115.98,116.56,112.88,115.42,4302459,5259724550.0,38.57,0.0455
2022-06-27,ALPHA,108.29,110.01,107.13,109.13,1733304,4973087335.0,29.77,0.0045
2022-06-28,ALPHA,109.94,109.54,109.3,109.53,4142014,4991315456.0,38.67,0.0433
2022-06-29,ALPHA,107.91,109.31,107.43,108.64,1910841,4950757885.0,26.91,0.0247
2022-06-30,ALPHA,107.42,108.84,104.18,106.45,1046782,4850958918.0,16.07,0.0399
2022-07-01,ALPHA,109.68,109.52,105.87,108.85,623899,4960327649.0,15.05,0.0176
2022-07-04,ALPHA,110.04,113.24,109.0,110.7,4067797,5044632713.0,33.04,0.0479
2022-07-05,ALPHA,111.05,112.8,110.04,111.41,221032,5076987629.0,10.0,0.0398
2022-07-06,ALPHA,111.81,111.87,110.49,111.6,3238622,5085645987.0,36.26,0.0225
2022-07-07,ALPHA,113.34,115.44,109.83,112.65,3062206,5133494807.0,10.89,0.018
2022-07-08,ALPHA,110.45,111.57,108.51,109.48,1265210,4989036941.0,28.13,0.0106
2022-07-11,ALPHA,109.72,111.92,107.8,109.9,3804142,5008176469.0,21.67,0.0138
2022-07-12,ALPHA,112.35,112.89,112.19,112.38,1942424,5121190824.0,28.35,0.0221
2022-07-13,ALPHA,113.72,116.65,113.32,114.51,4000458,5218255573.0,33.46,0.0177
2022-07-14,ALPHA,112.04,115.07,112.1,112.38,1792935,5121190824.0,13.36,0.0322
2022-07-15,ALPHA,113.9,116.16,109.51,112.79,3921615,5139874649.0,38.39,0.0318
2022-07-18,ALPHA,111.52,112.77,110.23,110.55,2232219,5037797167.0,27.87,0.0097
2022-07-19,ALPHA,110.7,112.33,110.48,110.89,2349693,5053291071.0,21.46,0.013
2022-07-20,ALPHA,108.81,112.11,107.81,109.42,4239736,4986302723.0,39.37,0.0023
2022-07-21,ALPHA,107.9,107.9,107.66,107.74,582852,4909744611.0,34.35,0.0191
2022-07-22,ALPHA,108.3,109.83,107.65,108.47,2116874,4943010934.0,14.86,0.0237
2022-07-25,ALPHA,107.63,109.44,107.07,107.09,313225,4880123913.0,12.66,0.0053
2022-07-26,ALPHA,105.86,106.73,104.82,105.59,367851,4811768457.0,37.69,0.0043
2022-07-27,ALPHA,106.63,106.48,106.02,106.29,769594,4843667670.0,27.55,0.0134
2022-07-28,ALPHA,103.22,103.82,100.99,103.48,3712928,4715615114.0,23.9,0.0246
2022-07-29,ALPHA,103.15,103.43,100.43,102.91,3944459,4689640040.0,12.32,0.0492
2022-08-01,ALPHA,100.48,102.6,98.62,100.1,3956423,4561587485.0,26.25,0.0458
2022-08-02,ALPHA,97.98,99.8,96.9,97.69,4962068,4451763051.0,18.14,0.0199
2022-08-03,ALPHA,100.16,102.06,97.57,99.77,2904176,4546549284.0,15.79,0.0278
2022-08-04,ALPHA,99.83,101.76,97.33,99.06,1072362,4514194368.0,21.73,0.028
2022-08-05,ALPHA,97.36,98.7,95.38,97.81,2428125,4457231487.0,11.07,0.0172
2022-08-08,ALPHA,98.65,101.54,99.11,99.33,2814792,4526498350.0,27.94,0.0428
2022-08-09,ALPHA,101.3,103.37,101.47,102.25,3883309,4659563639.0,28.63,0.0146
2022-08-10,ALPHA,103.16,105.17,99.79,102.75,2434742,4682348792.0,30.85,0.0214
2022-08-11,ALPHA,104.33,106.86,101.6,104.67,208193,4769843776.0,10.69,0.0453
2022-08-12,ALPHA,103.67,106.74,103.64,103.66,4204437,4723817769.0,15.27,0.0173
2022-08-15,ALPHA,102.9,106.15,101.91,103.79,2962575,4729741908.0,33.17,0.0256
2022-08-16,ALPHA,104.73,103.86,102.6,103.84,629316,4732020424.0,27.24,0.0435
2022-08-17,ALPHA,104.65,106.66,104.31,104.47,4764497,4760729715.0,10.27,0.0164
2022-08-18,ALPHA,105.52,106.64,106.18,106.32,2306089,4845034779.0,31.92,0.0481
2022-08-19,ALPHA,103.35,105.24,100.73,103.54,3992045,4718349332.0,22.5,0.0102
2022-08-22,ALPHA,101.53,102.39,100.8,101.91,3668006,4644069736.0,17.89,0.0342
2022-08-23,ALPHA,101.79,102.55,101.03,101.05,1450056,4604879274.0,32.63,0.003
2022-08-24,ALPHA,100.07,101.68,96.88,99.32,4488978,4526042647.0,20.81,0.0269
2022-08-25,ALPHA,100.34,100.63,98.75,99.76,4596653,4546093581.0,23.61,0.008
2022-08-26,ALPHA,99.96,100.64,99.5,100.18,4710174,4565233109.0,35.82,0.0314
2022-08-29,ALPHA,101.2,101.26,97.53,100.31,1092074,4571157249.0,14.49,0.0308
2022-08-30,ALPHA,99.17,100.14,97.79,99.62,778787,4539713738.0,26.97,0.0208
2022-08-31,ALPHA,102.39,102.62,99.63,102.06,2779985,4650905281.0,13.12,0.0462
2022-09-01,ALPHA,102.54,104.63,99.59,102.49,1307688,4670500512.0,39.34,0.0446
2022-09-02,ALPHA,102.11,104.4,99.48,102.24,3162472,4659107936.0,19.36,0.0367
2022-09-05,ALPHA,101.76,104.03,100.38,102.4,3400676,4666399185.0,37.31,0.036
2022-09-06,ALPHA,103.26,104.59,102.49,103.8,266780,4730197611.0,21.01,0.0034
2022-09-07,ALPHA,104.9,105.89,104.08,104.23,3836337,4749792842.0,35.39,0.0162
2022-09-08,ALPHA,102.99,105.56,102.44,102.64,723492,4677336058.0,32.94,0.0102
2022-09-09,ALPHA,106.84,107.15,105.52,105.93,2903361,4827262360.0,16.98,0.0194
2022-09-12,ALPHA,107.23,108.2,106.11,106.84,2767289,4868731337.0,29.41,0.0055
2022-09-13,ALPHA,103.74,106.21,101.65,104.66,192868,4769388073.0,17.0,0.0159
2022-09-14,ALPHA,100.49,101.81,99.46,101.27,986423,4614904741.0,10.57,0.0285
2022-09-15,ALPHA,103.01,103.3,101.87,102.55,2745916,4673234731.0,19.01,0.0083
2022-09-16,ALPHA,104.45,107.15,104.87,104.97,2153828,4783514868.0,31.32,0.0053
2022-09-19,ALPHA,105.33,106.37,104.15,105.86,2425013,4824072439.0,15.36,0.0353
2022-09-20,ALPHA,106.86,109.0,106.1,107.06,3558426,4878756804.0,28.83,0.0123
2022-09-21,ALPHA,108.85,109.57,108.3,108.32,3476550,4936175388.0,32.95,0.0239
2022-09-22,ALPHA,108.66,109.36,107.13,108.36,3164282,4937998200.0,19.31,0.0419
2022-09-23,ALPHA,104.47,106.84,104.41,105.11,3707982,4789894710.0,13.06,0.0189
2022-09-26,ALPHA,104.64,104.52,103.72,103.82,4383794,4731109017.0,27.9,0.0049
2022-09-27,ALPHA,106.33,106.32,104.42,105.34,1134613,4800375880.0,13.94,0.0393
2022-09-28,ALPHA,107.1,108.16,103.71,106.48,4613742,4852326028.0,10.08,0.0369
2022-09-29,ALPHA,105.49,108.23,106.07,106.14,2402671,4836832124.0,13.92,0.0305
2022-09-30,ALPHA,105.74,107.76,104.5,105.12,4640324,4790350413.0,18.0,0.0269
2022-10-03,ALPHA,105.53,108.09,103.15,105.48,3227939,4806755723.0,30.32,0.0376
2022-10-04,ALPHA,103.87,106.43,104.82,104.86,2022714,4778502134.0,19.98,0.0177
2022-10-05,ALPHA,105.09,104.97,101.85,104.74,315171,4773033698.0,37.56,0.0165
2022-10-06,ALPHA,106.02,105.61,104.83,105.02,697420,4785793383.0,32.27,0.0314
2022-10-07,ALPHA,103.45,103.59,103.1,103.59,3147204,4720627847.0,39.62,0.0083
2022-10-10,ALPHA,104.19,105.7,102.82,105.11,3369073,4789894710.0,29.96,0.0317
2022-10-11,ALPHA,104.27,104.93,104.39,104.83,769870,4777135025.0,10.64,0.0434
2022-10-12,ALPHA,105.9,108.05,102.8,105.78,4603138,4820426814.0,14.47,0.0258
2022-10-13,ALPHA,106.55,107.67,105.78,105.93,1708207,4827262360.0,18.09,0.0041
2022-10-14,ALPHA,108.22,109.03,107.62,108.91,3869393,4963061868.0,31.1,0.0331
2022-10-17,ALPHA,109.38,112.04,108.42,110.0,3889035,5012733500.0,29.36,0.0435
2022-10-18,ALPHA,111.78,113.55,110.81,110.84,3515415,5051012555.0,16.16,0.0098
2022-10-19,ALPHA,112.47,111.72,108.36,111.62,4581505,5086557393.0,30.94,0.0306
2022-10-20,ALPHA,116.8,116.28,114.15,115.84,4032720,5278864078.0,18.37,0.0099
2022-10-21,ALPHA,115.03,117.42,114.86,115.78,905129,5276129860.0,30.05,0.041
2022-10-24,ALPHA,117.17,116.31,113.07,116.16,2108092,5293446576.0,19.32,0.0126
2022-10-25,ALPHA,116.04,116.48,112.97,116.41,2895666,5304839152.0,16.31,0.0315
2022-10-26,ALPHA,112.37,114.29,111.03,112.33,2558634,5118912309.0,24.85,0.0295
2022-10-27,ALPHA,112.45,114.45,110.31,112.55,2664848,5128937776.0,39.42,0.0187
2022-10-28,ALPHA,115.74,117.41,112.86,114.64,1079415,5224179713.0,29.4,0.045
2022-10-31,ALPHA,115.19,116.01,114.43,115.74,4859719,5274307048.0,20.55,0.0451
2022-11-01,ALPHA,120.01,122.12,116.73,118.92,3390560,5419220616.0,25.55,0.017
2022-11-02,ALPHA,121.75,120.71,117.8,120.64,4044101,5497601540.0,23.16,0.0174
2022-11-03,ALPHA,122.78,122.86,118.98,121.76,1805096,5548640281.0,10.94,0.0327
2022-11-04,ALPHA,123.4,123.93,120.73,123.75,3355010,5639325187.0,30.23,0.0142
2022-11-07,ALPHA,124.29,125.51,123.54,124.6,1410566,5678059946.0,16.16,0.0152
2022-11-08,ALPHA,123.27,127.03,120.78,124.0,2996478,5650717763.0,26.03,0.001
2022-11-09,ALPHA,123.7,124.22,123.66,123.76,1328314,5639780890.0,12.13,0.0047
2022-11-10,ALPHA,117.88,119.2,114.94,118.48,4673065,5399169682.0,33.71,0.0329
2022-11-11,ALPHA,122.23,124.16,119.37,121.92,2602487,5555931530.0,10.52,0.016
2022-11-14,ALPHA,122.41,121.6,120.8,121.52,2509335,5537703408.0,19.64,0.0041
2022-11-15,ALPHA,120.35,121.44,116.02,119.28,2745873,5435625926.0,21.5,0.0465
2022-11-16,ALPHA,118.38,121.71,117.06,118.53,1211265,5401448197.0,33.17,0.0148
2022-11-17,ALPHA,122.14,122.57,119.71,122.31,4148581,5573703948.0,39.21,0.0105
2022-11-18,ALPHA,122.55,122.53,122.38,122.51,1495235,5582818009.0,15.74,0.0261
2022-11-21,ALPHA,124.12,124.61,120.23,123.11,4590024,5610160192.0,14.17,0.0415
2022-11-22,ALPHA,126.69,131.02,124.21,127.77,4191421,5822517811.0,28.65,0.0436
2022-11-23,ALPHA,129.23,133.37,128.23,129.73,1614831,5911835608.0,16.52,0.0153
2022-11-24,ALPHA,128.31,132.19,126.67,129.09,2819627,5882670613.0,10.73,0.0371
2022-11-25,ALPHA,125.87,127.62,124.82,125.18,1725940,5704490722.0,16.95,0.0262
2022-11-28,ALPHA,126.35,128.28,126.34,126.66,774695,5771934773.0,17.04,0.0298
2022-11-29,ALPHA,126.31,128.11,124.38,125.15,1477837,5703123613.0,26.55,0.022
2022-11-30,ALPHA,127.89,129.56,123.37,126.68,4361335,5772846179.0,23.5,0.0089
2022-12-01,ALPHA,127.56,127.3,125.3,126.6,1580069,5769200555.0,20.0,0.041
2022-12-02,ALPHA,127.59,130.31,124.1,127.57,4646963,5813403750.0,18.67,0.0272
2022-12-05,ALPHA,130.79,132.75,125.88,129.67,3669584,5909101390.0,18.04,0.0201
2022-12-06,ALPHA,125.36,129.07,122.64,125.67,2289863,5726820172.0,35.85,0.0338
2022-12-07,ALPHA,125.73,128.76,124.09,126.0,3182582,5741858372.0,23.82,0.0213
2022-12-08,ALPHA,125.93,128.77,123.93,126.0,4425716,5741858372.0,35.65,0.0425
2022-12-09,ALPHA,127.19,130.12,125.84,126.69,481388,5773301882.0,39.87,0.0068
2022-12-12,ALPHA,126.76,128.63,126.05,127.88,4028460,5827530545.0,24.87,0.0015
2022-12-13,ALPHA,128.35,130.38,125.43,128.26,2905426,5844847260.0,37.85,0.0285
2022-12-14,ALPHA,127.99,130.21,123.54,126.81,4898392,5778770319.0,15.24,0.0128
2022-12-15,ALPHA,123.19,126.62,122.67,124.27,4253856,5663021745.0,19.29,0.0059
2022-12-16,ALPHA,119.75,124.12,119.57,120.75,4487665,5502614273.0,29.77,0.0015
2022-12-19,ALPHA,122.12,121.23,118.19,121.05,394971,5516285365.0,17.14,0.0385
2022-12-20,ALPHA,123.04,123.01,120.88,122.23,2324587,5570058324.0,27.75,0.048
2022-12-21,ALPHA,120.31,122.33,121.01,121.52,4536815,5537703408.0,36.97,0.0308
2022-12-22,ALPHA,123.25,123.66,120.57,123.37,1428151,5622008471.0,39.21,0.0386
2022-12-23,ALPHA,122.68,125.45,122.48,123.15,1358325,5611983004.0,26.05,0.0419
2022-12-26,ALPHA,122.18,124.48,122.82,123.0,3370160,5605147459.0,32.1,0.0403
2022-12-27,ALPHA,118.78,120.72,119.62,119.85,1706032,5461600999.0,28.1,0.0163
2022-12-28,ALPHA,118.34,121.53,115.87,118.93,2982763,5419676319.0,22.6,0.0001
2022-12-29,ALPHA,121.31,123.39,117.49,120.94,2057540,5511272631.0,20.69,0.0314
2022-12-30,ALPHA,123.53,124.17,123.0,124.02,2309255,5651629169.0,28.42,0.0474
2023-01-02,ALPHA,123.15,125.26,121.34,123.63,797189,5633856750.0,20.37,0.0444
2023-01-03,ALPHA,125.0,128.31,122.5,125.6,4184681,5723630250.0,32.47,0.0002
2023-01-04,ALPHA,127.79,129.23,126.69,128.83,582501,5870822334.0,13.79,0.0452
2023-01-05,ALPHA,126.94,129.72,124.96,126.7,932775,5773757585.0,31.56,0.0005
2023-01-06,ALPHA,128.05,129.82,124.25,127.46,1279063,5808391017.0,25.33,0.0266
2023-01-09,ALPHA,129.16,130.69,124.24,127.93,1446448,5829809060.0,12.45,0.0426
2023-01-10,ALPHA,129.74,131.43,129.6,130.45,126413,5944646227.0,35.19,0.0208
2023-01-11,ALPHA,127.66,131.41,126.43,128.53,4798264,5857151243.0,26.5,0.0342
2023-01-12,ALPHA,129.84,129.97,126.37,129.3,2928533,5892240377.0,32.05,0.0116
2023-01-13,ALPHA,128.27,132.05,128.56,128.73,2498126,5866265304.0,13.71,0.0485
2023-01-16,ALPHA,129.78,130.56,128.82,129.76,758931,5913202717.0,14.65,0.0022
2023-01-17,ALPHA,133.2,133.72,130.27,132.65,3204291,6044900897.0,36.36,0.0316
2023-01-18,ALPHA,136.0,138.96,133.25,136.22,557411,6207586885.0,24.0,0.0017
2023-01-19,ALPHA,138.91,140.66,138.14,139.27,1436269,6346576313.0,18.88,0.0021
2023-01-20,ALPHA,136.66,138.1,135.7,136.83,2859835,6235384770.0,25.57,0.0135
2023-01-23,ALPHA,135.59,135.96,135.24,135.71,4914402,6184346029.0,21.15,0.0008
2023-01-24,ALPHA,136.83,141.61,134.12,138.21,3003856,6298271791.0,39.21,0.0104
2023-01-25,ALPHA,138.88,141.68,138.2,139.75,2443043,6368450060.0,15.91,0.0077
2023-01-26,ALPHA,139.43,140.77,136.13,139.13,3333461,6340196471.0,25.9,0.0456
2023-01-27,ALPHA,135.56,137.89,136.78,136.88,3690404,6237663286.0,19.97,0.0021
2023-01-30,ALPHA,126.73,129.42,123.58,127.3,2568499,5801099768.0,14.95,0.0306
2023-01-31,ALPHA,123.53,125.76,121.78,123.68,1761827,5636135266.0,30.44,0.0335
2023-02-01,ALPHA,122.9,123.05,121.97,123.04,4433182,5606970271.0,14.11,0.0411
2023-02-02,ALPHA,121.32,122.74,121.52,122.43,1594286,5579172385.0,18.24,0.0184
2023-02-03,ALPHA,124.31,125.65,122.02,123.38,711815,5622464174.0,24.62,0.0091
